Energy (eV)	DOS (m^-2)
0.9088401248671299951945	2.0E+13
0.9108401248671299951945	2.4E+13
0.9128401248671299951945	2.8E+13
0.9148401248671299951945	1.8E+13
0.9168401248671299951945	1.4E+13
0.9188401248671299951945	2.6E+13
0.9208401248671299951945	2.8E+13
0.9228401248671299951945	3.4E+13
0.9248401248671299951945	4.8E+13
0.9268401248671299951945	3.0E+13
0.9288401248671299951945	2.6E+13
0.9308401248671299951945	3.0E+13
0.9328401248671299951945	3.2E+13
0.9348401248671299951945	1.2E+13
0.9368401248671299951945	2.2E+13
0.9388401248671299951945	1.8E+13
0.9408401248671299951945	2.2E+13
0.9428401248671299951945	3.6E+13
0.9448401248671299951945	3.4E+13
0.9468401248671299951945	2.2E+13
0.9488401248671299951945	3.8E+13
0.9508401248671299951945	3.2E+13
0.9528401248671299951945	3.2E+13
0.9548401248671299951945	2.6E+13
0.9568401248671299951945	2.6E+13
0.9588401248671299951945	2.0E+13
0.9608401248671299951945	2.2E+13
0.9628401248671299951945	1.4E+13
0.9648401248671299951945	2.0E+13
0.9668401248671299951945	2.4E+13
0.9688401248671299951945	2.6E+13
0.9708401248671299951945	5.4E+13
0.9728401248671299951945	1.6E+13
0.9748401248671299951945	1.6E+13
0.9768401248671299951945	2.8E+13
0.9788401248671299951945	2.4E+13
0.9808401248671299951945	2.8E+13
0.9828401248671299951945	2.4E+13
0.9848401248671299951945	3.6E+13
0.9868401248671299951945	2.4E+13
0.9888401248671299951945	1.8E+13
0.9908401248671299951945	2.2E+13
0.9928401248671299951945	3.4E+13
0.9948401248671299951945	3.2E+13
0.9968401248671299951945	3.6E+13
0.9988401248671299951945	1.4E+13
1.0008401248671299951945	4.8E+13
1.0028401248671299951945	3.6E+13
1.0048401248671299951945	1.8E+13
1.0068401248671299951945	2.6E+13
1.0088401248671299951945	3.6E+13
1.0108401248671299951945	2.8E+13
1.0128401248671299951945	3.0E+13
1.0148401248671299951945	3.8E+13
1.0168401248671299951945	1.6E+13
1.0188401248671299951945	2.0E+13
1.0208401248671299951945	3.4E+13
1.0228401248671299951945	4.6E+13
1.0248401248671299951945	2.2E+13
1.0268401248671299951945	4.6E+13
1.0288401248671299951945	1.4E+13
1.0308401248671299951945	5.0E+13
1.0328401248671299951945	3.4E+13
1.0348401248671299951945	3.4E+13
1.0368401248671299951945	2.0E+13
1.0388401248671299951945	3.0E+13
1.0408401248671299951945	1.6E+13
1.0428401248671299951945	2.2E+13
1.0448401248671299951945	4.0E+13
1.0468401248671299951945	1.2E+13
1.0488401248671299951945	3.2E+13
1.0508401248671299951945	3.4E+13
1.0528401248671299951945	1.8E+13
