Time (ps)	Intensity (cps)
34337.1000	0
34346.9106	0
34356.7212	0
34366.5318	0
34376.3424	0
34386.1530	0
34395.9636	0
34405.7742	0
34415.5848	0
34425.3954	0
34435.2060	0
34445.0166	0
34454.8272	0
34464.6378	1
34474.4484	0
34484.2590	0
34494.0696	0
34503.8802	0
34513.6908	0
34523.5014	0
34533.3120	0
34543.1226	0
34552.9332	0
34562.7438	0
34572.5544	0
34582.3650	0
34592.1756	0
34601.9862	1
34611.7968	0
34621.6074	0
34631.4180	0
34641.2286	0
34651.0392	0
34660.8498	0
34670.6604	0
34680.4710	0
34690.2816	0
34700.0922	0
34709.9028	0
34719.7134	0
34729.5240	0
34739.3346	0
34749.1452	0
34758.9558	0
34768.7664	0
34778.5770	0
34788.3876	0
34798.1982	0
34808.0088	0
34817.8194	0
34827.6300	0
34837.4406	0
34847.2512	0
34857.0618	0
34866.8724	0
34876.6830	0
34886.4936	0
34896.3042	0
34906.1148	0
34915.9254	0
34925.7360	0
34935.5466	0
34945.3572	0
34955.1678	0
34964.9784	0
34974.7890	0
34984.5996	0
34994.4102	0
35004.2208	0
35014.0314	0
35023.8420	0
35033.6526	0
35043.4632	0
35053.2738	0
35063.0844	0
35072.8950	0
35082.7056	0
35092.5162	0
35102.3268	0
35112.1374	0
35121.9480	0
35131.7586	0
35141.5692	0
35151.3798	1
35161.1904	0
35171.0010	0
35180.8116	0
35190.6222	0
35200.4328	0
35210.2434	0
35220.0540	0
35229.8646	0
35239.6752	0
35249.4858	0
35259.2964	0
35269.1070	0
35278.9176	0
35288.7282	0
35298.5388	0
35308.3494	0
35318.1600	0
35327.9706	0
35337.7812	0
35347.5918	0
35357.4024	0
35367.2130	0
35377.0236	0
35386.8342	0
35396.6448	0
35406.4554	0
35416.2660	0
35426.0766	0
35435.8872	0
35445.6978	1
35455.5084	0
35465.3190	0
35475.1296	0
35484.9402	0
35494.7508	0
35504.5614	0
35514.3720	0
35524.1826	0
35533.9932	0
35543.8038	0
35553.6144	0
35563.4250	0
35573.2356	0
35583.0462	0
35592.8568	0
35602.6674	0
35612.4780	0
35622.2886	0
35632.0992	0
35641.9098	0
35651.7204	0
35661.5310	0
35671.3416	0
35681.1522	0
35690.9628	0
35700.7734	0
35710.5840	0
35720.3946	0
35730.2052	0
35740.0158	0
35749.8264	0
35759.6370	0
35769.4476	0
35779.2582	0
35789.0688	0
35798.8794	0
35808.6900	0
35818.5006	0
35828.3112	0
35838.1218	0
35847.9324	0
35857.7430	0
35867.5536	0
35877.3642	0
35887.1748	0
35896.9854	0
35906.7960	0
35916.6066	0
35926.4172	0
35936.2278	0
35946.0384	0
35955.8490	0
35965.6596	0
35975.4702	0
35985.2808	0
35995.0914	0
36004.9020	0
36014.7126	0
36024.5232	0
36034.3338	0
36044.1444	0
36053.9550	0
36063.7656	0
36073.5762	0
36083.3868	0
36093.1974	0
36103.0080	0
36112.8186	0
36122.6292	0
36132.4398	0
36142.2504	0
36152.0610	0
36161.8716	0
36171.6822	0
36181.4928	0
36191.3034	0
36201.1140	0
36210.9246	0
36220.7352	0
36230.5458	0
36240.3564	0
36250.1670	0
36259.9776	0
36269.7882	0
36279.5988	0
36289.4094	0
36299.2200	0
36309.0306	0
36318.8412	0
36328.6518	0
36338.4624	0
36348.2730	0
36358.0836	0
36367.8942	0
36377.7048	0
36387.5154	0
36397.3260	0
36407.1366	0
36416.9472	0
36426.7578	0
36436.5684	0
36446.3790	0
36456.1896	0
36466.0002	0
36475.8108	0
36485.6214	0
36495.4320	0
36505.2426	0
36515.0532	0
36524.8638	0
36534.6744	0
36544.4850	0
36554.2956	0
36564.1062	0
36573.9168	0
36583.7274	0
36593.5380	0
36603.3486	0
36613.1592	0
36622.9698	0
36632.7804	0
36642.5910	0
36652.4016	0
36662.2122	0
36672.0228	0
36681.8334	0
36691.6440	0
36701.4546	0
36711.2652	0
36721.0758	0
36730.8864	0
36740.6970	0
36750.5076	0
36760.3182	0
36770.1288	0
36779.9394	0
36789.7500	0
36799.5606	0
36809.3712	0
36819.1818	0
36828.9924	0
36838.8030	0
36848.6136	0
36858.4242	0
36868.2348	0
36878.0454	0
36887.8560	0
36897.6666	0
36907.4772	0
36917.2878	0
36927.0984	0
36936.9090	0
36946.7196	0
36956.5302	0
36966.3408	0
36976.1514	0
36985.9620	0
36995.7726	0
37005.5832	0
37015.3938	0
37025.2044	0
37035.0150	0
37044.8256	0
37054.6362	0
37064.4468	0
37074.2574	0
37084.0680	0
37093.8786	0
37103.6892	0
37113.4998	0
37123.3104	0
37133.1210	0
37142.9316	0
37152.7422	0
37162.5528	0
37172.3634	0
37182.1740	0
37191.9846	0
37201.7952	0
37211.6058	0
37221.4164	0
37231.2270	0
37241.0376	0
37250.8482	0
37260.6588	0
37270.4694	0
37280.2800	0
37290.0906	0
37299.9012	0
37309.7118	0
37319.5224	0
37329.3330	0
37339.1436	0
37348.9542	0
37358.7648	0
37368.5754	0
37378.3860	0
37388.1966	0
37398.0072	0
37407.8178	0
37417.6284	0
37427.4390	0
37437.2496	0
37447.0602	0
37456.8708	0
37466.6814	0
37476.4920	0
37486.3026	0
37496.1132	0
37505.9238	0
37515.7344	0
37525.5450	0
37535.3556	0
37545.1662	0
37554.9768	1
37564.7874	0
37574.5980	0
37584.4086	0
37594.2192	0
37604.0298	0
37613.8404	0
37623.6510	0
37633.4616	0
37643.2722	0
37653.0828	0
37662.8934	0
37672.7040	0
37682.5146	0
37692.3252	0
37702.1358	0
37711.9464	0
37721.7570	0
37731.5676	0
37741.3782	0
37751.1888	0
37760.9994	0
37770.8100	0
37780.6206	0
37790.4312	0
37800.2418	0
37810.0524	0
37819.8630	0
37829.6736	0
37839.4842	0
37849.2948	0
37859.1054	0
37868.9160	0
37878.7266	0
37888.5372	0
37898.3478	0
37908.1584	0
37917.9690	0
37927.7796	0
37937.5902	0
37947.4008	0
37957.2114	0
37967.0220	0
37976.8326	0
37986.6432	0
37996.4538	0
38006.2644	0
38016.0750	0
38025.8856	0
38035.6962	0
38045.5068	0
38055.3174	0
38065.1280	0
38074.9386	0
38084.7492	0
38094.5598	0
38104.3704	0
38114.1810	0
38123.9916	0
38133.8022	0
38143.6128	0
38153.4234	0
38163.2340	0
38173.0446	0
38182.8552	0
38192.6658	0
38202.4764	0
38212.2870	0
38222.0976	0
38231.9082	0
38241.7188	0
38251.5294	0
38261.3400	0
38271.1506	0
38280.9612	0
38290.7718	0
38300.5824	0
38310.3930	0
38320.2036	0
38330.0142	0
38339.8248	0
38349.6354	0
38359.4460	0
38369.2566	0
38379.0672	0
38388.8778	0
38398.6884	0
38408.4990	0
38418.3096	0
38428.1202	0
38437.9308	0
38447.7414	0
38457.5520	0
38467.3626	0
38477.1732	0
38486.9838	0
38496.7944	0
38506.6050	0
38516.4156	1
38526.2262	0
38536.0368	0
38545.8474	0
38555.6580	0
38565.4686	0
38575.2792	0
38585.0898	0
38594.9004	0
38604.7110	0
38614.5216	0
38624.3322	0
38634.1428	0
38643.9534	0
38653.7640	0
38663.5746	0
38673.3852	0
38683.1958	0
38693.0064	0
38702.8170	0
38712.6276	0
38722.4382	0
38732.2488	0
38742.0594	0
38751.8700	0
38761.6806	0
38771.4912	0
38781.3018	0
38791.1124	0
38800.9230	0
38810.7336	0
38820.5442	0
38830.3548	0
38840.1654	0
38849.9760	0
38859.7866	0
38869.5972	0
38879.4078	0
38889.2184	0
38899.0290	0
38908.8396	0
38918.6502	0
38928.4608	0
38938.2714	0
38948.0820	0
38957.8926	0
38967.7032	1
38977.5138	0
38987.3244	0
38997.1350	0
39006.9456	0
39016.7562	0
39026.5668	0
39036.3774	0
39046.1880	0
39055.9986	0
39065.8092	0
39075.6198	0
39085.4304	0
39095.2410	0
39105.0516	0
39114.8622	0
39124.6728	0
39134.4834	0
39144.2940	0
39154.1046	0
39163.9152	0
39173.7258	0
39183.5364	0
39193.3470	0
39203.1576	0
39212.9682	0
39222.7788	0
39232.5894	0
39242.4000	0
39252.2106	0
39262.0212	0
39271.8318	0
39281.6424	0
39291.4530	0
39301.2636	0
39311.0742	0
39320.8848	0
39330.6954	0
39340.5060	0
39350.3166	0
39360.1272	0
39369.9378	0
39379.7484	0
39389.5590	0
39399.3696	0
39409.1802	0
39418.9908	0
39428.8014	0
39438.6120	0
39448.4226	0
39458.2332	0
39468.0438	0
39477.8544	0
39487.6650	0
39497.4756	0
39507.2862	0
39517.0968	0
39526.9074	0
39536.7180	0
39546.5286	0
39556.3392	0
39566.1498	0
39575.9604	0
39585.7710	0
39595.5816	0
39605.3922	0
39615.2028	0
39625.0134	0
39634.8240	0
39644.6346	0
39654.4452	0
39664.2558	0
39674.0664	0
39683.8770	0
39693.6876	0
39703.4982	0
39713.3088	0
39723.1194	0
39732.9300	0
39742.7406	0
39752.5512	0
39762.3618	0
39772.1724	0
39781.9830	0
39791.7936	0
39801.6042	0
39811.4148	0
39821.2254	0
39831.0360	0
39840.8466	0
39850.6572	0
39860.4678	0
39870.2784	0
39880.0890	0
39889.8996	0
39899.7102	0
39909.5208	0
39919.3314	0
39929.1420	0
39938.9526	0
39948.7632	0
39958.5738	0
39968.3844	0
39978.1950	0
39988.0056	0
39997.8162	0
40007.6268	0
40017.4374	0
40027.2480	0
40037.0586	0
40046.8692	0
40056.6798	0
40066.4904	0
40076.3010	0
40086.1116	0
40095.9222	0
40105.7328	0
40115.5434	0
40125.3540	0
40135.1646	0
40144.9752	0
40154.7858	0
40164.5964	0
40174.4070	0
40184.2176	0
40194.0282	0
40203.8388	0
40213.6494	0
40223.4600	0
40233.2706	0
40243.0812	0
40252.8918	0
40262.7024	0
40272.5130	0
40282.3236	0
40292.1342	0
40301.9448	0
40311.7554	0
40321.5660	0
40331.3766	0
40341.1872	0
40350.9978	0
40360.8084	0
40370.6190	0
40380.4296	0
40390.2402	0
40400.0508	0
40409.8614	0
40419.6720	0
40429.4826	0
40439.2932	0
40449.1038	0
40458.9144	0
40468.7250	0
40478.5356	0
40488.3462	0
40498.1568	0
40507.9674	0
40517.7780	0
40527.5886	0
40537.3992	0
40547.2098	0
40557.0204	0
40566.8310	0
40576.6416	0
40586.4522	0
40596.2628	0
40606.0734	0
40615.8840	0
40625.6946	0
40635.5052	0
40645.3158	1
40655.1264	0
40664.9370	0
40674.7476	0
40684.5582	0
40694.3688	0
40704.1794	0
40713.9900	0
40723.8006	0
40733.6112	0
40743.4218	0
40753.2324	0
40763.0430	0
40772.8536	0
40782.6642	0
40792.4748	0
40802.2854	0
40812.0960	0
40821.9066	0
40831.7172	0
40841.5278	0
40851.3384	0
40861.1490	0
40870.9596	0
40880.7702	0
40890.5808	0
40900.3914	0
40910.2020	0
40920.0126	0
40929.8232	0
40939.6338	0
40949.4444	0
40959.2550	0
40969.0656	0
40978.8762	0
40988.6868	0
40998.4974	0
41008.3080	0
41018.1186	0
41027.9292	0
41037.7398	0
41047.5504	0
41057.3610	0
41067.1716	0
41076.9822	0
41086.7928	0
41096.6034	0
41106.4140	0
41116.2246	0
41126.0352	0
41135.8458	0
41145.6564	0
41155.4670	0
41165.2776	0
41175.0882	0
41184.8988	0
41194.7094	0
41204.5200	0
41214.3306	0
41224.1412	0
41233.9518	0
41243.7624	0
41253.5730	0
41263.3836	0
41273.1942	0
41283.0048	0
41292.8154	0
41302.6260	0
41312.4366	0
41322.2472	0
41332.0578	0
41341.8684	0
41351.6790	0
41361.4896	0
41371.3002	0
41381.1108	0
41390.9214	0
41400.7320	0
41410.5426	0
41420.3532	0
41430.1638	0
41439.9744	0
41449.7850	0
41459.5956	0
41469.4062	0
41479.2168	0
41489.0274	0
41498.8380	0
41508.6486	0
41518.4592	0
41528.2698	0
41538.0804	0
41547.8910	0
41557.7016	0
41567.5122	0
41577.3228	0
41587.1334	0
41596.9440	0
41606.7546	0
41616.5652	0
41626.3758	0
41636.1864	0
41645.9970	0
41655.8076	0
41665.6182	0
41675.4288	0
41685.2394	0
41695.0500	0
41704.8606	0
41714.6712	0
41724.4818	0
41734.2924	0
41744.1030	0
41753.9136	0
41763.7242	0
41773.5348	0
41783.3454	0
41793.1560	0
41802.9666	0
41812.7772	0
41822.5878	0
41832.3984	0
41842.2090	0
41852.0196	0
41861.8302	0
41871.6408	0
41881.4514	0
41891.2620	0
41901.0726	0
41910.8832	0
41920.6938	0
41930.5044	0
41940.3150	0
41950.1256	0
41959.9362	0
41969.7468	0
41979.5574	0
41989.3680	0
41999.1786	0
42008.9892	0
42018.7998	0
42028.6104	0
42038.4210	0
42048.2316	0
42058.0422	0
42067.8528	0
42077.6634	0
42087.4740	0
42097.2846	0
42107.0952	0
42116.9058	0
42126.7164	0
42136.5270	0
42146.3376	0
42156.1482	0
42165.9588	0
42175.7694	0
42185.5800	0
42195.3906	0
42205.2012	0
42215.0118	0
42224.8224	1
42234.6330	0
42244.4436	0
42254.2542	0
42264.0648	0
42273.8754	0
42283.6860	0
42293.4966	0
42303.3072	0
42313.1178	0
42322.9284	0
42332.7390	0
42342.5496	0
42352.3602	0
42362.1708	0
42371.9814	0
42381.7920	0
42391.6026	0
42401.4132	0
42411.2238	0
42421.0344	0
42430.8450	0
42440.6556	0
42450.4662	0
42460.2768	0
42470.0874	0
42479.8980	0
42489.7086	0
42499.5192	0
42509.3298	0
42519.1404	0
42528.9510	0
42538.7616	0
42548.5722	0
42558.3828	0
42568.1934	0
42578.0040	0
42587.8146	0
42597.6252	0
42607.4358	0
42617.2464	0
42627.0570	0
42636.8676	0
42646.6782	0
42656.4888	0
42666.2994	0
42676.1100	0
42685.9206	0
42695.7312	0
42705.5418	0
42715.3524	0
42725.1630	0
42734.9736	0
42744.7842	0
42754.5948	0
42764.4054	0
42774.2160	0
42784.0266	0
42793.8372	0
42803.6478	0
42813.4584	0
42823.2690	0
42833.0796	0
42842.8902	0
42852.7008	0
42862.5114	0
42872.3220	0
42882.1326	0
42891.9432	0
42901.7538	0
42911.5644	0
42921.3750	0
42931.1856	0
42940.9962	0
42950.8068	0
42960.6174	0
42970.4280	0
42980.2386	0
42990.0492	0
42999.8598	0
43009.6704	0
43019.4810	0
43029.2916	0
43039.1022	0
43048.9128	0
43058.7234	0
43068.5340	0
43078.3446	0
43088.1552	0
43097.9658	0
43107.7764	0
43117.5870	0
43127.3976	0
43137.2082	0
43147.0188	0
43156.8294	0
43166.6400	0
43176.4506	0
43186.2612	0
43196.0718	0
43205.8824	0
43215.6930	0
43225.5036	0
43235.3142	0
43245.1248	0
43254.9354	0
43264.7460	0
43274.5566	0
43284.3672	0
43294.1778	0
43303.9884	0
43313.7990	0
43323.6096	0
43333.4202	0
43343.2308	0
43353.0414	0
43362.8520	0
43372.6626	0
43382.4732	0
43392.2838	0
43402.0944	0
43411.9050	0
43421.7156	0
43431.5262	0
43441.3368	0
43451.1474	0
43460.9580	0
43470.7686	0
43480.5792	0
43490.3898	0
43500.2004	0
43510.0110	0
43519.8216	0
43529.6322	0
43539.4428	0
43549.2534	0
43559.0640	0
43568.8746	0
43578.6852	0
43588.4958	1
43598.3064	0
43608.1170	0
43617.9276	0
43627.7382	0
43637.5488	0
43647.3594	0
43657.1700	0
43666.9806	0
43676.7912	0
43686.6018	0
43696.4124	0
43706.2230	0
43716.0336	0
43725.8442	0
43735.6548	0
43745.4654	0
43755.2760	0
43765.0866	0
43774.8972	0
43784.7078	0
43794.5184	0
43804.3290	0
43814.1396	0
43823.9502	0
43833.7608	0
43843.5714	0
43853.3820	0
43863.1926	0
43873.0032	0
43882.8138	0
43892.6244	0
43902.4350	0
43912.2456	0
43922.0562	0
43931.8668	0
43941.6774	0
43951.4880	0
43961.2986	0
43971.1092	0
43980.9198	0
43990.7304	0
44000.5410	0
44010.3516	0
44020.1622	0
44029.9728	0
44039.7834	0
44049.5940	0
44059.4046	0
44069.2152	0
44079.0258	0
44088.8364	0
44098.6470	0
44108.4576	0
44118.2682	0
44128.0788	0
44137.8894	0
44147.7000	0
44157.5106	0
44167.3212	0
44177.1318	0
44186.9424	0
44196.7530	0
44206.5636	0
44216.3742	0
44226.1848	0
44235.9954	0
44245.8060	0
44255.6166	0
44265.4272	0
44275.2378	0
44285.0484	0
44294.8590	0
44304.6696	0
44314.4802	0
44324.2908	0
44334.1014	0
44343.9120	0
44353.7226	0
44363.5332	0
44373.3438	0
44383.1544	0
44392.9650	0
44402.7756	0
44412.5862	0
44422.3968	0
44432.2074	0
44442.0180	0
44451.8286	0
44461.6392	0
44471.4498	0
44481.2604	0
44491.0710	0
44500.8816	0
44510.6922	0
44520.5028	0
44530.3134	0
44540.1240	0
44549.9346	0
44559.7452	0
44569.5558	0
44579.3664	0
44589.1770	0
44598.9876	0
44608.7982	0
44618.6088	0
44628.4194	0
44638.2300	0
44648.0406	0
44657.8512	0
44667.6618	0
44677.4724	0
44687.2830	0
44697.0936	0
44706.9042	0
44716.7148	0
44726.5254	0
44736.3360	0
44746.1466	0
44755.9572	0
44765.7678	0
44775.5784	0
44785.3890	0
44795.1996	0
44805.0102	0
44814.8208	0
44824.6314	0
44834.4420	0
44844.2526	0
44854.0632	0
44863.8738	0
44873.6844	0
44883.4950	0
44893.3056	0
44903.1162	0
44912.9268	0
44922.7374	0
44932.5480	0
44942.3586	0
44952.1692	0
44961.9798	0
44971.7904	0
44981.6010	0
44991.4116	0
45001.2222	0
45011.0328	0
45020.8434	0
45030.6540	0
45040.4646	0
45050.2752	0
45060.0858	0
45069.8964	0
45079.7070	0
45089.5176	0
45099.3282	0
45109.1388	0
45118.9494	0
45128.7600	0
45138.5706	0
45148.3812	0
45158.1918	0
45168.0024	0
45177.8130	0
45187.6236	0
45197.4342	0
45207.2448	0
45217.0554	0
45226.8660	0
45236.6766	0
45246.4872	0
45256.2978	0
45266.1084	0
45275.9190	0
45285.7296	0
45295.5402	0
45305.3508	0
45315.1614	0
45324.9720	0
45334.7826	0
45344.5932	0
45354.4038	0
45364.2144	0
45374.0250	0
45383.8356	0
45393.6462	0
45403.4568	0
45413.2674	0
45423.0780	0
45432.8886	0
45442.6992	0
45452.5098	0
45462.3204	0
45472.1310	0
45481.9416	0
45491.7522	0
45501.5628	0
45511.3734	0
45521.1840	0
45530.9946	0
45540.8052	0
45550.6158	0
45560.4264	0
45570.2370	0
45580.0476	0
45589.8582	0
45599.6688	0
45609.4794	0
45619.2900	0
45629.1006	0
45638.9112	0
45648.7218	0
45658.5324	0
45668.3430	0
45678.1536	0
45687.9642	0
45697.7748	0
45707.5854	0
45717.3960	0
45727.2066	0
45737.0172	0
45746.8278	0
45756.6384	0
45766.4490	0
45776.2596	0
45786.0702	0
45795.8808	0
45805.6914	0
45815.5020	0
45825.3126	0
45835.1232	0
45844.9338	0
45854.7444	0
45864.5550	0
45874.3656	0
45884.1762	0
45893.9868	0
45903.7974	0
45913.6080	0
45923.4186	0
45933.2292	0
45943.0398	0
45952.8504	0
45962.6610	0
45972.4716	0
45982.2822	0
45992.0928	0
46001.9034	0
46011.7140	0
46021.5246	0
46031.3352	0
46041.1458	0
46050.9564	0
46060.7670	0
46070.5776	1
46080.3882	0
46090.1988	0
46100.0094	0
46109.8200	0
46119.6306	0
46129.4412	0
46139.2518	0
46149.0624	0
46158.8730	0
46168.6836	0
46178.4942	0
46188.3048	0
46198.1154	0
46207.9260	0
46217.7366	0
46227.5472	0
46237.3578	0
46247.1684	0
46256.9790	0
46266.7896	0
46276.6002	0
46286.4108	0
46296.2214	0
46306.0320	0
46315.8426	0
46325.6532	0
46335.4638	0
46345.2744	0
46355.0850	0
46364.8956	0
46374.7062	0
46384.5168	0
46394.3274	0
46404.1380	0
46413.9486	0
46423.7592	0
46433.5698	0
46443.3804	0
46453.1910	0
46463.0016	0
46472.8122	0
46482.6228	0
46492.4334	0
46502.2440	0
46512.0546	0
46521.8652	0
46531.6758	0
46541.4864	0
46551.2970	0
46561.1076	0
46570.9182	0
46580.7288	0
46590.5394	0
46600.3500	0
46610.1606	0
46619.9712	0
46629.7818	0
46639.5924	0
46649.4030	0
46659.2136	0
46669.0242	0
46678.8348	0
46688.6454	0
46698.4560	0
46708.2666	0
46718.0772	0
46727.8878	0
46737.6984	0
46747.5090	0
46757.3196	0
46767.1302	0
46776.9408	0
46786.7514	0
46796.5620	0
46806.3726	0
46816.1832	0
46825.9938	0
46835.8044	0
46845.6150	0
46855.4256	0
46865.2362	0
46875.0468	0
46884.8574	0
46894.6680	0
46904.4786	0
46914.2892	0
46924.0998	0
46933.9104	0
46943.7210	0
46953.5316	0
46963.3422	0
46973.1528	0
46982.9634	0
46992.7740	0
47002.5846	0
47012.3952	0
47022.2058	0
47032.0164	0
47041.8270	0
47051.6376	0
47061.4482	0
47071.2588	0
47081.0694	0
47090.8800	0
47100.6906	0
47110.5012	0
47120.3118	0
47130.1224	0
47139.9330	0
47149.7436	0
47159.5542	0
47169.3648	0
47179.1754	0
47188.9860	0
47198.7966	0
47208.6072	0
47218.4178	0
47228.2284	0
47238.0390	0
47247.8496	0
47257.6602	0
47267.4708	0
47277.2814	0
47287.0920	0
47296.9026	0
47306.7132	0
47316.5238	0
47326.3344	0
47336.1450	0
47345.9556	0
47355.7662	0
47365.5768	0
47375.3874	0
47385.1980	0
47395.0086	0
47404.8192	0
47414.6298	0
47424.4404	0
47434.2510	0
47444.0616	0
47453.8722	0
47463.6828	0
47473.4934	0
47483.3040	0
47493.1146	0
47502.9252	0
47512.7358	0
47522.5464	0
47532.3570	0
47542.1676	0
47551.9782	0
47561.7888	0
47571.5994	0
47581.4100	0
47591.2206	0
47601.0312	0
47610.8418	0
47620.6524	0
47630.4630	0
47640.2736	0
47650.0842	0
47659.8948	0
47669.7054	0
47679.5160	0
47689.3266	0
47699.1372	0
47708.9478	0
47718.7584	0
47728.5690	0
47738.3796	0
47748.1902	0
47758.0008	0
47767.8114	0
47777.6220	0
47787.4326	0
47797.2432	0
47807.0538	0
47816.8644	0
47826.6750	0
47836.4856	0
47846.2962	0
47856.1068	0
47865.9174	0
47875.7280	0
47885.5386	0
47895.3492	0
47905.1598	0
47914.9704	0
47924.7810	0
47934.5916	0
47944.4022	0
47954.2128	0
47964.0234	0
47973.8340	0
47983.6446	0
47993.4552	0
48003.2658	0
48013.0764	0
48022.8870	0
48032.6976	0
48042.5082	0
48052.3188	0
48062.1294	0
48071.9400	0
48081.7506	0
48091.5612	0
48101.3718	0
48111.1824	0
48120.9930	0
48130.8036	0
48140.6142	0
48150.4248	0
48160.2354	0
48170.0460	0
48179.8566	0
48189.6672	0
48199.4778	0
48209.2884	0
48219.0990	0
48228.9096	0
48238.7202	0
48248.5308	0
48258.3414	0
48268.1520	0
48277.9626	0
48287.7732	0
48297.5838	0
48307.3944	0
48317.2050	0
48327.0156	0
48336.8262	0
48346.6368	0
48356.4474	0
48366.2580	0
48376.0686	0
48385.8792	0
48395.6898	0
48405.5004	0
48415.3110	0
48425.1216	0
48434.9322	0
48444.7428	0
48454.5534	0
48464.3640	0
48474.1746	0
48483.9852	0
48493.7958	0
48503.6064	0
48513.4170	0
48523.2276	0
48533.0382	0
48542.8488	0
48552.6594	0
48562.4700	0
48572.2806	0
48582.0912	0
48591.9018	0
48601.7124	0
48611.5230	0
48621.3336	0
48631.1442	0
48640.9548	0
48650.7654	0
48660.5760	0
48670.3866	0
48680.1972	0
48690.0078	0
48699.8184	0
48709.6290	0
48719.4396	0
48729.2502	0
48739.0608	0
48748.8714	0
48758.6820	0
48768.4926	0
48778.3032	0
48788.1138	0
48797.9244	0
48807.7350	0
48817.5456	0
48827.3562	0
48837.1668	0
48846.9774	0
48856.7880	0
48866.5986	0
48876.4092	0
48886.2198	0
48896.0304	0
48905.8410	0
48915.6516	0
48925.4622	0
48935.2728	0
48945.0834	0
48954.8940	0
48964.7046	0
48974.5152	0
48984.3258	0
48994.1364	0
49003.9470	0
49013.7576	0
49023.5682	0
49033.3788	0
49043.1894	1
